cve_id,state,vendor,package,ecosystem,owner,owner_nameable,owner_tier,owner_method,self_disclosed,rule,rule_strength,rule_basis,days_public,hours_public,past_expectation,public_date,feed_count,sources,advisory_url,refs,description
CVE-2026-49838,RESERVED,Debian,gobgp,Go,GitHub_M,True,block-corroborated,block-k3+product-map,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,3,"debian,ghsa,osv",https://security-tracker.debian.org/tracker/CVE-2026-49838,debian:gobgp;ghsa:GHSA-frrj-87jh-2772;osv:Go:github.com/osrg/gobgp/v4,GoBGP confederation validation panics on empty AS_PATH attribute
CVE-2026-49836,RESERVED,,psd-tools,PyPI,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-2rmg-vrx8-9j2f,ghsa:GHSA-2rmg-vrx8-9j2f;osv:PyPI:psd-tools,psd-tools vulnerable to arbitrary file write via smart-object filename
CVE-2026-53956,RESERVED,,rattler_cache,PyPI,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-h672-p7h7-97v9,ghsa:GHSA-h672-p7h7-97v9;osv:PyPI:rattler_cache,Rattler vulnerable to package cache path traversal via conda package build string
CVE-2026-55252,RESERVED,,github.com/openrundev/openrun,Go,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-h5g6-xmh4-hc37,ghsa:GHSA-h5g6-xmh4-hc37;osv:Go:github.com/openrundev/openrun,OpenRun: Redirect URL validation bypass using  //host  paths leads to Open Redirect
CVE-2026-53639,RESERVED,,sylius/sylius,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-mr9r-h354-966r,ghsa:GHSA-mr9r-h354-966r;osv:Packagist:sylius/sylius,Sylius: IDOR on Shop Payment Request API endpoints
CVE-2026-53638,RESERVED,,sylius/sylius,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-6955-hrm5-c4qp,ghsa:GHSA-6955-hrm5-c4qp;osv:Packagist:sylius/sylius,Sylius: Channel-based payment method restriction bypass on shop account orders API endpoint
CVE-2026-53637,RESERVED,,sylius/sylius,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-5597-7rmh-97q5,ghsa:GHSA-5597-7rmh-97q5;osv:Packagist:sylius/sylius,Sylius: Cart FormComponent allows modification or deletion of an already-completed order
CVE-2026-52777,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-9369-69wj-7m2f,ghsa:GHSA-9369-69wj-7m2f;osv:Packagist:yeswiki/yeswiki,YesWiki Vulnerable to Authenticated PHP Object Injection in BazarImportAction via unserialize
CVE-2026-52775,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-4pf7-cc4r-g63h,ghsa:GHSA-4pf7-cc4r-g63h;osv:Packagist:yeswiki/yeswiki,YesWiki has Authenticated SQL Injection via ReactionManager 
CVE-2026-52774,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-r5xw-gcgw-hwp5,ghsa:GHSA-r5xw-gcgw-hwp5;osv:Packagist:yeswiki/yeswiki,YesWiki Vulnerable to Reflected XSS via Unescaped `id` Parameter in Bazar Widget HTML Attributes
CVE-2026-52773,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-35f3-pg38-486f,ghsa:GHSA-35f3-pg38-486f;osv:Packagist:yeswiki/yeswiki,YesWiki Vulnerable to Reflected XSS via Unescaped Archived-Revision `time` Parameter in `handlers/page/show.php`
CVE-2026-52772,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-xc7j-3g8q-9vh4,ghsa:GHSA-xc7j-3g8q-9vh4;osv:Packagist:yeswiki/yeswiki,YesWiki has stored XSS in Bazar form-field templates via unescaped field.label / field.hint (|raw('html'))
CVE-2026-52771,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-8f2v-2qhj-gfwg,ghsa:GHSA-8f2v-2qhj-gfwg;osv:Packagist:yeswiki/yeswiki,YesWiki: Second-Order SQL Injection in Page Delete API via Unescaped Page Tag (`ApiController::deletePage`)
CVE-2026-52770,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-qg78-vmvc-fhjw,ghsa:GHSA-qg78-vmvc-fhjw;osv:Packagist:yeswiki/yeswiki,YesWiki: SQL Injection possible through public Bazar entry-listing APIs via numeric `query`/`queries` filters
CVE-2026-52769,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-vw42-752g-5mrp,ghsa:GHSA-vw42-752g-5mrp;osv:Packagist:yeswiki/yeswiki,YesWiki has Unauthenticated Server-Side Request Forgery via ActivityPub `Signature.keyId`
CVE-2026-52767,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-mv28-wj57-f57g,ghsa:GHSA-mv28-wj57-f57g;osv:Packagist:yeswiki/yeswiki,YesWiki Vulnerable to Unauthenticated ActivityPub Signature-Verification Bypass via `!openssl_verify(...)` accepting `int(-1)`
CVE-2026-52766,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-6x7x-gcmf-7r8x,ghsa:GHSA-6x7x-gcmf-7r8x;osv:Packagist:yeswiki/yeswiki,YesWiki vulnerable to unauthenticated arbitrary page deletion via `{{erasespamedcomments}}` action
CVE-2026-52763,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-89v6-j5x6-cmj3,ghsa:GHSA-89v6-j5x6-cmj3;osv:Packagist:yeswiki/yeswiki,YesWiki: SQL injection via the `recentchanges` action `period` argument leads to arbitrary DB read
CVE-2026-52762,RESERVED,,yeswiki/yeswiki,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-65p8-9433-jpcp,ghsa:GHSA-65p8-9433-jpcp;osv:Packagist:yeswiki/yeswiki,YesWiki: Authenticated (Admin) Server-Side Template Injection to Remote Code Execution via Bazar Semantic Templates
CVE-2026-53769,RESERVED,,avo,RubyGems,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-pqpw-cvm4-8mv9,ghsa:GHSA-pqpw-cvm4-8mv9;osv:RubyGems:avo,Avo: Direct attachment upload endpoint lacks upload authorization and bypasses field-level upload policy
CVE-2026-53932,RESERVED,,wnx/laravel-backup-restore,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-w9mx-xmg4-gc4r,ghsa:GHSA-w9mx-xmg4-gc4r;osv:Packagist:wnx/laravel-backup-restore,laravel-backup-restore has an OS Command Injection during database restore
CVE-2026-53602,RESERVED,,github.com/forgekeep/nebula-mesh,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-339v-266x-79xr,ghsa:GHSA-339v-266x-79xr;osv:Go:github.com/forgekeep/nebula-mesh,nebula-mesh: Host revocation is not durable - blocked/offboarded hosts can regain a valid certificate
CVE-2026-53760,RESERVED,,admidio/admidio,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-hm42-q32m-vj4f,ghsa:GHSA-hm42-q32m-vj4f;osv:Packagist:admidio/admidio,"Admidio: CSRF on Plugin Install, Uninstall, and Update via Unprotected GET Requests"
CVE-2026-53720,RESERVED,,pymonocypher,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-8f95-v3jq-cj86,ghsa:GHSA-8f95-v3jq-cj86;osv:PyPI:pymonocypher,pymonocypher: Potential heap buffer overflow on nb_blocks in argon2i_32 when provided buffer is too small
CVE-2026-50553,RESERVED,,github.com/enchant97/note-mark/backend,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-rqrh-8wpv-x7hh,ghsa:GHSA-rqrh-8wpv-x7hh;osv:Go:github.com/enchant97/note-mark/backend,Note Mark: Path traversal via unsanitized book/note slug in migrate export (sibling of GHSA-g49p)
CVE-2026-50554,RESERVED,,github.com/enchant97/note-mark/backend,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-588f-fvcv-xhvf,ghsa:GHSA-588f-fvcv-xhvf;osv:Go:github.com/enchant97/note-mark/backend,Note Mark: Unauthenticated disclosure of soft-deleted note metadata via deleted=true on public books
CVE-2026-48987,RESERVED,,pyload-ng,PyPI,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-c2f9-4mc8-j656,ghsa:GHSA-c2f9-4mc8-j656;osv:PyPI:pyload-ng,pyLoad: Unbounded Memory Growth Leading to DoS and Potential DDoS in EventManager
CVE-2026-48737,RESERVED,,pyload-ng,PyPI,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,42,1008,True,2026-07-09,2,"ghsa,osv",https://github.com/advisories/GHSA-m5x5-28jr-gpjj,ghsa:GHSA-m5x5-28jr-gpjj;osv:PyPI:pyload-ng,pyLoad: SSRF guard bypass via IPv6 6to4/NAT64 transition wrappers of internal IPs
CVE-2026-3886,RESERVED,Amazon Linux,qemu,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,41,984,True,2026-07-10,2,"alas,debian",https://security-tracker.debian.org/tracker/CVE-2026-3886,alas:CVE-2026-3886;debian:qemu,virtio-gpu: fix overflow check when allocating 2d image  NOTE: Introduced with: https://gitlab.com/qemu-project/qemu/-/commit/9462ff4695aa0d086fd63f7f2efafe5a05f2a243 (v8.1.0-rc0) 
CVE-2026-54174,RESERVED,,chainguard.dev/apko,Go,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,41,984,True,2026-07-10,2,"ghsa,osv",https://github.com/advisories/GHSA-fpg8-7664-jc5q,ghsa:GHSA-fpg8-7664-jc5q;osv:Go:chainguard.dev/apko,melange: Incomplete package integrity verification allows data section substitution
CVE-2026-54071,RESERVED,,babeldoc,PyPI,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,41,984,True,2026-07-10,2,"ghsa,osv",https://github.com/advisories/GHSA-m8gf-v64p-gfmg,ghsa:GHSA-m8gf-v64p-gfmg;osv:PyPI:babeldoc,BabelDOC: Arbitrary Code Execution via CMap Pickle Deserialization in babeldoc/pdfminer/cmapdb.py
CVE-2026-54072,RESERVED,,github.com/authorizerdev/authorizer,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,41,984,True,2026-07-10,2,"ghsa,osv",https://github.com/advisories/GHSA-h29v-hj44-q8cv,ghsa:GHSA-h29v-hj44-q8cv;osv:Go:github.com/authorizerdev/authorizer,Authorizer: Unvalidated redirect_uri in /authorize leaks OAuth2 tokens to attacker-controlled URL
CVE-2026-49865,RESERVED,,kimai/kimai,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,41,984,True,2026-07-10,2,"ghsa,osv",https://github.com/advisories/GHSA-pj8j-p4g4-4vw8,ghsa:GHSA-pj8j-p4g4-4vw8;osv:Packagist:kimai/kimai,Kimai has Server-Side Request Forgery in Invoice PDF Rendering via Markdown Image URLs
CVE-2026-73154,RESERVED,Red Hat,svxlink,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,38,912,True,2026-07-13,3,"debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-73154,debian:svxlink;redhat:CVE-2026-73154;ubuntu:CVE-2026-73154, [GHSA-5g48-xjmf-7p4q: StationData::setData stack overflow]
CVE-2026-73153,RESERVED,Red Hat,svxlink,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,38,912,True,2026-07-13,3,"debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-73153,debian:svxlink;redhat:CVE-2026-73153;ubuntu:CVE-2026-73153, [GHSA-624p-cp8x-6hp6: EchoLink RTCP/SDES: out-of-bounds read]
CVE-2026-73152,RESERVED,Red Hat,svxlink,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,38,912,True,2026-07-13,3,"debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-73152,debian:svxlink;redhat:CVE-2026-73152;ubuntu:CVE-2026-73152, [GHSA-4g8q-rgxf-fmgf: EchoLink proxy: integer truncation in message length]
CVE-2026-73151,RESERVED,Red Hat,svxlink,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,38,912,True,2026-07-13,3,"debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-73151,debian:svxlink;redhat:CVE-2026-73151;ubuntu:CVE-2026-73151, [GHSA-x5r8-rq62-q9cj: remotetrx: unvalidated audio length + exposed transceiver control]
CVE-2026-73150,RESERVED,Red Hat,svxlink,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,38,912,True,2026-07-13,3,"debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-73150,debian:svxlink;redhat:CVE-2026-73150;ubuntu:CVE-2026-73150, [GHSA-4f8x-49pf-3x5v: Buffer overflow in APRS message construction]
CVE-2026-73148,RESERVED,Red Hat,svxlink,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,38,912,True,2026-07-13,3,"debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-73148,debian:svxlink;redhat:CVE-2026-73148;ubuntu:CVE-2026-73148, [GHSA-6wgq-wg3w-jgvx: svxreflector: use-after-free write via dangling JSON reference]
CVE-2026-73146,RESERVED,Red Hat,svxlink,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,38,912,True,2026-07-13,3,"debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-73146,debian:svxlink;redhat:CVE-2026-73146;ubuntu:CVE-2026-73146, [GHSA-r2gm-p682-3mpm: svxreflector: use-after-free via reentrant client deletion]
CVE-2026-73145,RESERVED,Red Hat,svxlink,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,38,912,True,2026-07-13,3,"debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-73145,debian:svxlink;redhat:CVE-2026-73145;ubuntu:CVE-2026-73145, [GHSA-58ph-q79f-7x9x: HTTP server: unbounded request accumulation]
CVE-2026-52820,RESERVED,,kimai/kimai,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-vrr2-g9gh-c3jc,ghsa:GHSA-vrr2-g9gh-c3jc;osv:Packagist:kimai/kimai,Kimai: Timesheet PATCH/POST allows assigning to project outside user's team via query_builder OR-bypass
CVE-2026-52819,RESERVED,,kimai/kimai,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-4m8q-55qv-9pwp,ghsa:GHSA-4m8q-55qv-9pwp;osv:Packagist:kimai/kimai,Kimai: Teamlead authorization bypass in GET /api/timesheets allows reading other users' timesheet records without being teamlead of the target
CVE-2026-49992,RESERVED,,kimai/kimai,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-pgcc-vfmc-7cw5,ghsa:GHSA-pgcc-vfmc-7cw5;osv:Packagist:kimai/kimai, Kimai: Login CSRF in Default Team Creation Endpoints Allows Unauthorized Team and Permission Structure Changes
CVE-2026-47677,RESERVED,,facturascripts/facturascripts,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-c67f-gmxw-mj93,ghsa:GHSA-c67f-gmxw-mj93;osv:Packagist:facturascripts/facturascripts,FacturaScripts: Account takeover of any 2FA-enabled user
CVE-2026-61668,RESERVED,,dirac,PyPI,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-vg99-gr89-qhw9,ghsa:GHSA-vg99-gr89-qhw9;osv:PyPI:dirac,DIRAC: Pilot code downloaded over unverified HTTPS connection
CVE-2026-61667,RESERVED,,dirac,PyPI,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-m4m7-4cw8-62j6,ghsa:GHSA-m4m7-4cw8-62j6;osv:PyPI:dirac,DIRAC is vulnerable to RCE in FileCatalog DatasetManager via SQL injection + eval
CVE-2026-55372,RESERVED,,nukeviet/nukeviet,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-4chg-4752-w88r,ghsa:GHSA-4chg-4752-w88r;osv:Packagist:nukeviet/nukeviet,NukeViet: Pre-authentication SSRF via X-Forwarded-Host
CVE-2026-54065,RESERVED,,nukeviet/nukeviet,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-c9xg-64p9-f2jj,ghsa:GHSA-c9xg-64p9-f2jj;osv:Packagist:nukeviet/nukeviet,NukeViet: Path Traversal to Arbitrary File Deletion in Edit Comment Function
CVE-2026-54064,RESERVED,,nukeviet/nukeviet,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-465g-4q99-5x86,ghsa:GHSA-465g-4q99-5x86;osv:Packagist:nukeviet/nukeviet,NukeViet: Multiple Anti-XSS Filter Bypasses Leading to Stored XSS in News Module
CVE-2026-49259,RESERVED,,nukeviet/nukeviet,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-w2w5-w2pw-r929,ghsa:GHSA-w2w5-w2pw-r929;osv:Packagist:nukeviet/nukeviet,NukeViet: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2026-48118,RESERVED,,nukeviet/nukeviet,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-mxpf-qgg6-v3ff,ghsa:GHSA-mxpf-qgg6-v3ff;osv:Packagist:nukeviet/nukeviet,NukeViet: Unauthenticated Reflected XSS in Comment Module
CVE-2026-45579,RESERVED,,dirac,PyPI,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,38,912,True,2026-07-13,2,"ghsa,osv",https://github.com/advisories/GHSA-9jpv-c7p4-997x,ghsa:GHSA-9jpv-c7p4-997x;osv:PyPI:dirac,DIRAC is vulnerable to RCE in RequestManager due to eval on untrusted input
CVE-2026-54446,RESERVED,,netlicensing-mcp,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-x9vc-9ffq-p3gj,ghsa:GHSA-x9vc-9ffq-p3gj;osv:PyPI:netlicensing-mcp,NetLicensing-MCP: Unauthenticated Use of Server-Side NetLicensing API Key in HTTP Mode
CVE-2026-61549,RESERVED,,go.woodpecker-ci.org/woodpecker/v3,Go,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-qf34-295c-26v8,ghsa:GHSA-qf34-295c-26v8;osv:Go:go.woodpecker-ci.org/woodpecker/v3,Woodpecker: Privilege escalation via unrestricted serviceAccountName in the Kubernetes backend
CVE-2026-61699,RESERVED,,github.com/forgekeep/nebula-mesh,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-cm26-5974-52h8,ghsa:GHSA-cm26-5974-52h8;osv:Go:github.com/forgekeep/nebula-mesh,nebula-mesh: Certificate revocation is never enforced at the mesh
CVE-2026-55513,RESERVED,,github.com/forgekeep/nebula-mesh,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-g4x6-jcvr-9m3g,ghsa:GHSA-g4x6-jcvr-9m3g;osv:Go:github.com/forgekeep/nebula-mesh,nebula-mesh: Web UI host creation ignores configured enrollment token TTL and mints 24-hour bearer enrollment tokens
CVE-2026-55512,RESERVED,,github.com/forgekeep/nebula-mesh,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-m3cx-mwpg-32jg,ghsa:GHSA-m3cx-mwpg-32jg;osv:Go:github.com/forgekeep/nebula-mesh,nebula-mesh: Unauthenticated OIDC login endpoint allocates unbounded in-memory state entries without rate limiting
CVE-2026-54629,RESERVED,,github.com/julien040/anyquery,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-mf78-3rpf-r784,ghsa:GHSA-mf78-3rpf-r784;osv:Go:github.com/julien040/anyquery,Anyquery: Local File Read (LFR) via Unrestricted SQLite Virtual Table Modules in Server Mode
CVE-2026-53603,RESERVED,,github.com/forgekeep/nebula-mesh,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-q4vm-pq3q-8wgq,ghsa:GHSA-q4vm-pq3q-8wgq;osv:Go:github.com/forgekeep/nebula-mesh,nebula-mesh: Operator session tokens stored in plaintext in the database
CVE-2026-53604,RESERVED,,github.com/forgekeep/nebula-mesh,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-2p2f-px33-4vv5,ghsa:GHSA-2p2f-px33-4vv5;osv:Go:github.com/forgekeep/nebula-mesh,nebula-mesh: CA private key not zeroized on web mobile-bundle error paths
CVE-2026-54628,RESERVED,,github.com/julien040/anyquery,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-hwrq-8wxh-q4xv,ghsa:GHSA-hwrq-8wxh-q4xv;osv:Go:github.com/julien040/anyquery,Anyquery: Server-Side Request Forgery (SSRF) via Unrestricted SQLite Virtual Table Modules in Server Mode
CVE-2026-54087,RESERVED,,easycorp/easyadmin-bundle,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-8559-gwj3-q37r,ghsa:GHSA-8559-gwj3-q37r;osv:Packagist:easycorp/easyadmin-bundle,EasyAdmin: Stored Cross-Site Scripting (XSS) via uploaded files served inline in FileField and ImageField
CVE-2026-50158,RESERVED,,github.com/eat-pray-ai/yutu,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-2c7f-fxww-6w6c,ghsa:GHSA-2c7f-fxww-6w6c;osv:Go:github.com/eat-pray-ai/yutu,yutu: Arbitrary File Write via MCP `caption-download` Tool
CVE-2026-50157,RESERVED,,auth0/symfony,Packagist,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-ffq7-hh2j-r24p,ghsa:GHSA-ffq7-hh2j-r24p;osv:Packagist:auth0/symfony,Auth0 Symfony SDK Accepted Bearer Tokens via URL Query Parameter
CVE-2026-50006,RESERVED,,github.com/julien040/anyquery,Go,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-xrcf-6jh3-ggvx,ghsa:GHSA-xrcf-6jh3-ggvx;osv:Go:github.com/julien040/anyquery,Anyquery: Arbitrary File Write (AFW) which could lead to Remote Code Execution (RCE) via Unrestricted ATTACH DATABASE in Server Mode
CVE-2026-50125,RESERVED,,github.com/StacklokLabs/mkp,Go,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,37,888,True,2026-07-14,2,"ghsa,osv",https://github.com/advisories/GHSA-qw5r-ppcg-f8rj,ghsa:GHSA-qw5r-ppcg-f8rj;osv:Go:github.com/StacklokLabs/mkp,MKP: Unbounded Pod Log Read via Attacker-Controlled `limitBytes`/`tailLines` Causes Memory Exhaustion
